日期,中国国债收益率2年,中国国债收益率5年,中国国债收益率10年,中国国债收益率30年,中国国债收益率10年-2年,中国GDP年增率,美国国债收益率2年,美国国债收益率5年,美国国债收益率10年,美国国债收益率30年,美国国债收益率10年-2年,美国GDP年增率
2003-11-18,2.6267,3.1034,3.7474,4.4439,1.1207,,1.83,3.14,4.17,,2.34,
2003-11-19,2.6112,3.1097,3.7764,4.3889,1.1652,,1.9,3.22,4.24,,2.34,
2003-11-20,2.5646,3.0638,3.7358,4.423,1.1712,,1.83,3.14,4.16,,2.33,
2003-11-21,2.496,3.0389,3.7608,4.3636,1.2648,,1.84,3.15,4.15,,2.31,
2003-11-24,2.5036,3.0879,3.7557,2.6026,1.2521,,1.94,3.24,4.23,,2.29,
2003-11-25,2.7185,3.1782,3.7882,4.2753,1.0697,,1.89,3.2,4.19,,2.3,
2003-11-26,2.4703,3.1151,3.9439,4.1865,1.4736,,1.97,3.27,4.25,,2.28,
2003-11-28,2.273,2.9982,3.933,4.248,1.66,,2.06,3.38,4.34,,2.28,
2003-12-01,2.4546,3.0404,3.8123,4.3457,1.3577,,2.12,3.46,4.4,,2.28,
2003-12-02,2.432,3.1128,3.9896,4.2749,1.5576,,2.07,3.43,4.38,,2.31,
2003-12-03,2.4637,3.0685,3.8603,4.325,1.3966,,2.09,3.46,4.41,,2.32,
2003-12-04,2.584,3.2244,3.948,2.545,1.364,,2.06,3.42,4.38,,2.32,
2003-12-05,2.4992,2.9341,3.5479,4.6153,1.0487,,1.88,3.23,4.23,,2.35,
2003-12-08,2.46,3.0555,3.8465,4.4917,1.3865,,1.94,3.28,4.29,,2.35,
2003-12-09,2.6669,3.1378,3.7795,4.5567,1.1126,,1.97,3.33,4.32,,2.35,
2003-12-10,2.528,3.1162,3.8946,4.4856,1.3666,,1.94,3.28,4.3,,2.36,
2003-12-11,2.5097,3.0024,3.6811,4.6138,1.1714,,1.83,3.21,4.27,,2.44,
2003-12-12,2.531,3.0982,3.8544,4.5157,1.3234,,1.84,3.23,4.26,,2.42,
2003-12-15,2.5157,3.0864,3.8466,4.4995,1.3309,,1.88,3.26,4.28,,2.4,
2003-12-16,2.272,2.8872,3.72,4.644,1.448,,1.83,3.21,4.24,,2.41,
2003-12-17,2.4023,3.0223,3.8502,4.5936,1.4479,,1.83,3.18,4.19,,2.36,
2003-12-18,2.3803,2.9084,3.6396,4.7009,1.2593,,1.85,3.17,4.16,,2.31,
2003-12-19,2.5262,3.0651,3.796,4.6278,1.2698,,1.82,3.16,4.15,,2.33,
2003-12-22,2.6353,3.0978,3.739,4.6813,1.1037,,1.84,3.19,4.18,,2.34,
2003-12-23,2.598,3.0549,3.6918,4.6838,1.0938,,1.96,3.3,4.28,,2.32,
2003-12-24,2.5458,3.1147,3.7619,2.5887,1.2161,,1.83,3.2,4.2,,2.37,
2003-12-25,2.5713,3.1896,3.9065,2.8565,1.3352,,,,,,,
2003-12-26,2.5809,3.1399,3.7904,2.8785,1.2095,,1.82,3.17,4.17,,2.35,
2003-12-29,2.5362,3.1401,3.8508,2.9974,1.3146,,1.86,3.23,4.24,,2.38,
2003-12-30,2.4533,3.0612,3.7711,2.8207,1.3178,,1.86,3.26,4.29,,2.43,
2003-12-31,2.1754,2.6974,3.3602,3.4211,1.1848,10.0,1.84,3.25,4.27,,2.43,2.8
2004-01-02,2.0988,2.5276,3.1524,4.5268,1.0536,,1.94,3.36,4.38,,2.44,
2004-01-05,2.5359,3.174,3.8984,2.5581,1.3625,,1.95,3.39,4.41,,2.46,
2004-01-06,2.6114,3.3786,4.2513,2.6685,1.6399,,1.84,3.26,4.29,,2.45,
2004-01-07,2.5299,3.0428,3.7457,4.6581,1.2158,,1.84,3.25,4.27,,2.43,
2004-01-08,2.5306,3.0947,3.8526,4.6053,1.322,,1.85,3.24,4.27,,2.42,
2004-01-09,3.2594,3.5176,3.8937,4.7192,0.6343,,1.68,3.05,4.11,,2.43,
2004-01-12,2.4672,3.0026,3.7339,4.6467,1.2667,,1.68,3.04,4.11,,2.43,
2004-01-13,2.5614,3.2041,3.9283,2.4896,1.3669,,1.63,2.98,4.05,,2.42,
2004-01-14,2.6398,3.0482,3.6318,4.7541,0.992,,1.65,2.96,4.01,,2.36,
2004-01-15,2.4591,3.0046,3.7471,4.6345,1.288,,1.67,2.97,3.99,,2.32,
2004-01-16,2.6392,3.0932,3.7248,4.6898,1.0856,,1.7,3.03,4.04,,2.34,
2004-01-17,2.6162,3.1143,3.7942,4.6371,1.178,,,,,,,
2004-01-18,2.508,3.0881,3.8658,4.6104,1.3578,,,,,,,
2004-01-19,2.5712,3.0489,3.7103,4.6743,1.1391,,,,,,,
2004-01-20,2.4853,3.0375,3.7857,4.6272,1.3004,,1.69,3.05,4.08,,2.39,
2004-01-21,2.6011,3.0848,3.7512,4.6685,1.1501,,1.69,3.02,4.05,,2.36,
2004-01-22,,,,,,,1.66,2.96,3.99,,2.33,
2004-01-23,,,,,,,1.71,3.06,4.09,,2.38,
2004-01-26,,,,,,,1.75,3.13,4.16,,2.41,
2004-01-27,,,,,,,1.7,3.07,4.11,,2.41,
2004-01-28,,,,,,,1.87,3.22,4.22,,2.35,
2004-01-29,2.588,3.0992,3.7954,4.6337,1.2074,,1.88,3.22,4.22,,2.34,
2004-01-30,2.5723,3.1261,3.8706,4.6175,1.2983,,1.84,3.17,4.16,,2.32,
2004-02-02,2.594,3.14,3.8742,4.6121,1.2802,,1.83,3.18,4.18,,2.35,
2004-02-03,2.6277,3.1516,3.8597,4.6296,1.232,,1.78,3.12,4.13,,2.35,
2004-02-04,2.6962,3.2201,3.9247,4.6361,1.2285,,1.8,3.15,4.15,,2.35,
2004-02-05,2.5039,3.0611,3.8131,4.6124,1.3092,,1.85,3.21,4.2,,2.35,
2004-02-06,2.449,3.1368,3.9176,2.4729,1.4686,,1.77,3.12,4.12,,2.35,
2004-02-09,2.6242,3.1248,3.8086,4.6619,1.1844,,1.76,3.08,4.09,,2.33,
2004-02-10,2.6436,3.136,3.8094,4.6645,1.1658,,1.82,3.13,4.13,,2.31,
2004-02-11,2.3992,2.9456,3.6915,4.6144,1.2923,,1.73,3.03,4.05,,2.32,
2004-02-12,2.7097,3.1875,3.8403,4.6581,1.1306,,1.75,3.07,4.1,,2.35,
2004-02-13,2.6555,3.1604,3.8469,4.654,1.1914,,1.7,3.01,4.05,,2.35,
2004-02-16,2.3728,2.9798,3.7942,4.5861,1.4214,,,,,,,
2004-02-17,2.6451,3.1446,3.8259,4.6595,1.1808,,1.7,3.02,4.05,,2.35,
2004-02-18,2.6756,3.1851,3.8753,4.6484,1.1997,,1.72,3.03,4.05,,2.33,
2004-02-19,2.6527,3.1472,3.8225,4.662,1.1698,,1.7,3.02,4.05,,2.35,
2004-02-20,2.4077,3.0147,3.8289,4.6172,1.4212,,1.75,3.08,4.1,,2.35,
2004-02-23,2.678,3.1735,3.8481,4.6577,1.1701,,1.69,3.03,4.05,,2.36,
2004-02-24,2.6657,3.1255,3.7621,4.6863,1.0964,,1.69,3.01,4.04,,2.35,
2004-02-25,2.6589,3.156,3.8337,4.66,1.1748,,1.67,2.98,4.02,,2.35,
2004-02-26,2.6364,3.1141,3.7724,4.6811,1.136,,1.69,3.01,4.05,,2.36,
2004-02-27,2.6425,3.1935,3.8105,2.5105,1.168,,1.66,3.01,3.99,,2.33,
2004-03-01,2.6323,3.1515,3.8553,4.6479,1.223,,1.67,2.98,4.0,,2.33,
2004-03-02,2.6993,3.2217,3.9244,4.6352,1.2251,,1.74,3.04,4.05,,2.31,
2004-03-03,2.6474,3.1862,3.9102,4.6314,1.2628,,1.74,3.06,4.07,,2.33,
2004-03-04,2.6642,3.1359,3.7857,4.6821,1.1215,,1.73,3.02,4.04,,2.31,
2004-03-05,2.6637,3.1832,3.8959,4.8314,1.2322,,1.57,2.81,3.85,,2.28,
2004-03-08,2.6378,3.0935,3.7271,4.6876,1.0893,,1.52,2.74,3.78,,2.26,
2004-03-09,2.6825,3.208,3.8364,3.2559,1.1539,,1.51,2.68,3.73,,2.22,
2004-03-10,2.7004,3.251,3.8651,2.5299,1.1647,,1.54,2.71,3.74,,2.2,
2004-03-11,2.6699,3.193,3.8973,4.6188,1.2274,,1.52,2.72,3.74,,2.22,
2004-03-12,2.6822,3.2059,3.9098,4.6151,1.2276,,1.54,2.73,3.78,,2.24,
2004-03-15,2.613,3.135,3.8422,4.6342,1.2292,,1.56,2.74,3.78,,2.22,
2004-03-16,2.5257,3.0255,3.7146,4.6743,1.1889,,1.51,2.65,3.7,,2.19,
2004-03-17,2.4558,3.0339,3.8129,4.6205,1.3571,,1.53,2.66,3.71,,2.18,
2004-03-18,2.5301,3.1278,3.8639,3.557,1.3338,,1.55,2.72,3.76,,2.21,
2004-03-19,2.8188,3.3654,4.084,4.5518,1.2652,,1.56,2.75,3.8,,2.24,
2004-03-22,2.8017,3.2534,3.8717,4.662,1.07,,1.52,2.69,3.74,,2.22,
2004-03-23,2.7401,3.2262,3.8858,4.6428,1.1457,,1.52,2.69,3.73,,2.21,
2004-03-24,2.8752,3.332,3.9508,4.6447,1.0756,,1.5,2.68,3.73,,2.23,
2004-03-25,2.7403,3.2431,3.9207,4.6253,1.1804,,1.51,2.7,3.75,,2.24,
2004-03-26,2.7761,3.2478,3.8891,4.6429,1.113,,1.59,2.81,3.85,,2.26,
2004-03-29,2.7729,3.2744,3.9486,4.6248,1.1757,,1.63,2.86,3.91,,2.28,
2004-03-30,2.6371,3.1847,3.918,4.6119,1.2809,,1.63,2.86,3.91,,2.28,
2004-03-31,2.6014,3.1645,3.9169,4.6004,1.3155,,1.6,2.8,3.86,,2.26,
2004-04-01,2.7486,3.285,3.9984,4.5942,1.2498,,1.65,2.87,3.91,,2.26,
2004-04-02,,,,,,,1.86,3.15,4.15,,2.29,
2004-04-05,2.7014,3.2185,3.9144,4.6249,1.213,,1.91,3.24,4.24,,2.33,
2004-04-06,2.6147,3.1737,3.921,4.6044,1.3063,,1.86,3.19,4.19,,2.33,
2004-04-07,2.8508,3.3595,4.0357,4.5935,1.1849,,1.87,3.19,4.19,,2.32,
2004-04-08,2.7899,3.2752,3.9325,4.6669,1.1426,,1.88,3.22,4.21,,2.33,
2004-04-09,2.6867,3.1615,3.8125,4.661,1.1258,,,,,,,
2004-04-12,2.8673,3.5334,4.2585,2.3454,1.3912,,1.91,3.26,4.25,,2.34,
2004-04-13,2.8651,3.4181,4.0871,3.6044,1.222,,2.01,3.37,4.35,,2.34,
2004-04-14,2.9036,3.3807,4.0197,4.6224,1.1161,,2.13,3.44,4.4,,2.27,
2004-04-15,2.8316,3.3452,4.0298,4.6246,1.1982,,2.1,3.45,4.42,,2.32,
2004-04-16,3.1248,3.5683,4.1717,4.8902,1.0469,,2.03,3.39,4.37,,2.34,
2004-04-19,3.0547,3.6252,4.3781,4.9171,1.3234,,2.07,3.42,4.39,,2.32,
2004-04-20,2.8908,3.5141,4.3421,5.0184,1.4513,,2.11,3.45,4.43,,2.32,
2004-04-21,2.8833,3.54,4.4034,4.9702,1.5201,,2.22,3.52,4.45,,2.23,
2004-04-22,2.8773,3.4918,4.3105,5.0198,1.4332,,2.15,3.46,4.4,,2.25,
2004-04-23,2.7237,3.411,4.3191,4.9845,1.5954,,2.29,3.58,4.48,,2.19,
2004-04-26,2.9726,3.5014,4.2202,5.064,1.2476,,2.28,3.57,4.46,,2.18,
2004-04-27,2.8722,3.3974,4.1195,5.0928,1.2473,,2.21,3.52,4.43,,2.22,
2004-04-28,2.8966,3.4414,4.1827,5.0642,1.2861,,2.3,3.6,4.5,,2.2,
2004-04-29,2.9876,3.76,4.7672,5.2941,1.7796,,2.34,3.66,4.55,,2.21,
2004-04-30,3.0277,3.5563,4.2841,5.2804,1.2564,,2.31,3.63,4.53,,2.22,
2004-05-03,,,,,,,2.34,3.63,4.53,,2.19,
2004-05-04,,,,,,,2.32,3.66,4.56,,2.24,
2004-05-05,,,,,,,2.34,3.71,4.61,,2.27,
2004-05-06,,,,,,,2.39,3.72,4.63,,2.24,
2004-05-07,,,,,,,2.64,3.96,4.79,,2.15,
2004-05-08,2.9775,3.4592,4.157,5.6342,1.1795,,,,,,,
2004-05-09,2.9142,3.3951,4.0967,5.6544,1.1825,,,,,,,
2004-05-10,2.9512,3.5819,4.4457,5.5585,1.4945,,2.61,3.95,4.81,,2.2,
2004-05-11,3.0163,3.6437,4.4969,5.5053,1.4806,,2.61,3.94,4.79,,2.18,
2004-05-12,3.0293,3.6105,4.4111,5.5111,1.3818,,2.62,3.96,4.83,,2.21,
2004-05-13,3.1182,3.6513,4.394,5.5412,1.2758,,2.67,4.01,4.85,,2.18,
2004-05-14,2.8837,3.4293,4.2026,5.5949,1.3189,,2.59,3.92,4.79,,2.2,
2004-05-17,2.8116,3.3106,4.0394,5.6684,1.2278,,2.51,3.83,4.7,,2.19,
2004-05-18,2.7905,3.2969,4.0367,5.692,1.2462,,2.58,3.87,4.74,,2.16,
2004-05-19,3.0226,3.4847,4.1587,5.652,1.1361,,2.61,3.93,4.79,,2.18,
2004-05-20,3.1495,3.7478,4.5566,5.4364,1.4071,,2.55,3.86,4.72,,2.17,
2004-05-21,3.225,3.7213,4.417,5.5561,1.192,,2.6,3.91,4.76,,2.16,
2004-05-24,3.2256,3.6817,4.3252,5.4398,1.0996,,2.59,3.9,4.75,,2.16,
2004-05-25,2.83,3.3324,4.0558,5.5258,1.2258,,2.58,3.89,4.73,,2.15,
2004-05-26,3.0615,3.5633,4.2675,5.434,1.206,,2.52,3.81,4.67,,2.15,
2004-05-27,3.203,3.737,4.4654,5.3568,1.2624,,2.46,3.74,4.6,,2.14,
2004-05-28,3.1026,3.5972,4.2909,5.4311,1.1883,,2.54,3.81,4.66,,2.12,
2004-05-31,3.2638,3.8422,4.6123,5.2671,1.3485,,,,,,,
2004-06-01,3.0222,3.5149,4.212,5.4516,1.1898,,2.6,3.86,4.71,,2.11,
2004-06-02,2.9879,3.4874,4.1946,5.4567,1.2067,,2.65,3.91,4.74,,2.09,
2004-06-03,3.0495,3.5675,4.1249,2.53,1.0754,,2.63,3.89,4.71,,2.08,
2004-06-04,2.9933,3.5385,4.1287,2.5114,1.1354,,2.7,3.97,4.78,,2.08,
2004-06-07,3.1229,3.5945,4.2625,5.4595,1.1396,,2.67,3.95,4.78,,2.11,
2004-06-08,3.0822,3.5964,4.3123,5.4132,1.2301,,2.73,3.96,4.78,,2.05,
2004-06-09,3.2355,3.7347,4.4238,5.3934,1.1883,,2.79,4.01,4.82,,2.03,
2004-06-10,3.217,3.7299,4.4352,5.3889,1.2182,,2.81,4.0,4.81,,2.0,
2004-06-11,3.2325,3.7375,4.4333,5.3938,1.2008,,,,,,,
2004-06-14,3.4198,3.9617,4.6821,5.2788,1.2623,,2.97,4.1,4.89,,1.92,
2004-06-15,3.0836,3.6465,4.4172,5.4081,1.3336,,2.77,3.9,4.69,,1.92,
2004-06-16,3.2917,3.8439,4.5856,5.3204,1.2939,,2.84,3.96,4.74,,1.9,
2004-06-17,3.0313,3.6402,4.4614,5.3248,1.4301,,2.81,3.93,4.71,,1.9,
2004-06-18,3.0696,3.5762,4.2855,5.437,1.2159,,2.81,3.94,4.72,,1.91,
2004-06-21,3.1639,3.629,4.2874,5.4614,1.1235,,2.8,3.91,4.7,,1.9,
2004-06-22,3.2345,3.667,4.2854,5.4797,1.0509,,2.8,3.92,4.72,,1.92,
2004-06-23,3.0109,3.4615,4.1158,5.5237,1.1049,,2.78,3.9,4.71,,1.93,
2004-06-24,3.0345,3.4768,4.1205,5.5271,1.086,,2.74,3.85,4.66,,1.92,
2004-06-25,3.0571,3.5084,4.1599,5.5099,1.1028,,2.74,3.85,4.66,,1.92,
2004-06-28,3.3505,3.7936,4.4138,5.4159,1.0633,,2.86,3.97,4.76,,1.9,
2004-06-29,3.0927,3.579,4.2664,5.4767,1.1737,,2.83,3.92,4.7,,1.87,
2004-06-30,3.2542,3.7079,4.348,5.4569,1.0938,,2.7,3.81,4.62,,1.92,
2004-07-01,3.2569,3.7674,4.4671,5.3798,1.2102,,2.64,3.74,4.57,,1.93,
2004-07-02,3.4678,3.9221,4.5468,5.3906,1.079,,2.54,3.62,4.48,,1.94,
2004-07-05,3.0192,3.6117,4.4168,5.3563,1.3976,,,,,,,
2004-07-06,3.2471,3.7544,4.4557,5.4572,1.2086,,2.56,3.65,4.49,,1.93,
2004-07-07,3.3395,3.891,4.6316,5.361,1.2921,,2.56,3.67,4.5,,1.94,
2004-07-08,3.2541,3.8544,4.6531,5.3245,1.399,,2.55,3.65,4.49,,1.94,
2004-07-09,3.2356,3.7648,4.4895,5.4189,1.2539,,2.55,3.64,4.49,,1.94,
2004-07-12,3.3501,3.8898,4.6172,5.3743,1.2671,,2.53,3.62,4.46,,1.93,
2004-07-13,3.3096,3.9657,4.8227,5.2942,1.5131,,2.58,3.66,4.5,,1.92,
2004-07-14,3.358,4.1019,5.0474,5.1499,1.6894,,2.62,3.68,4.5,,1.88,
2004-07-15,3.4268,4.1213,4.9666,4.4445,1.5398,,2.64,3.69,4.5,,1.86,
2004-07-16,3.2652,3.866,4.625,4.6307,1.3598,,2.54,3.56,4.38,,1.84,
2004-07-19,3.2657,3.8419,4.6158,5.3799,1.3501,,2.56,3.57,4.38,,1.82,
2004-07-20,3.3357,3.9167,4.6903,5.3487,1.3546,,2.67,3.68,4.47,,1.8,
2004-07-21,3.372,3.9012,4.6153,5.3702,1.2433,,2.71,3.72,4.5,,1.79,
2004-07-22,3.3166,3.8376,4.543,5.3283,1.2264,,2.69,3.71,4.48,,1.79,
2004-07-23,3.2921,3.9944,4.9046,5.2914,1.6125,,2.69,3.69,4.45,,1.76,
2004-07-26,3.3913,3.9544,4.7049,5.3581,1.3136,,2.75,3.73,4.49,,1.74,
2004-07-27,3.3287,3.9387,4.7444,5.3315,1.4157,,2.82,3.85,4.62,,1.8,
2004-07-28,3.2255,3.8043,4.5839,5.3883,1.3584,,2.78,3.82,4.61,,1.83,
2004-07-29,3.2265,3.8051,4.5844,5.3884,1.3579,,2.75,3.8,4.6,,1.85,
2004-07-30,2.9948,3.6863,4.6018,5.3032,1.607,,2.68,3.71,4.5,,1.82,
2004-08-02,2.9402,3.6461,4.5823,5.3218,1.6421,,2.66,3.68,4.48,,1.82,
2004-08-03,3.2599,3.847,4.6329,5.3683,1.373,,2.66,3.67,4.45,,1.79,
2004-08-04,3.2594,3.9878,4.9229,5.1759,1.6635,,2.66,3.66,4.45,,1.79,
2004-08-05,3.0887,3.6623,4.4481,5.4622,1.3594,,2.64,3.64,4.43,,1.79,
2004-08-06,3.0236,3.6425,4.48,5.4045,1.4564,,2.4,3.4,4.24,,1.84,
2004-08-09,3.2826,3.8622,4.6375,5.3561,1.3549,,2.45,3.45,4.28,,1.83,
2004-08-10,3.2073,3.8292,4.6546,5.3187,1.4473,,2.55,3.52,4.32,,1.77,
2004-08-11,3.2809,4.0054,4.9325,5.1363,1.6516,,2.54,3.51,4.3,,1.76,
2004-08-12,3.292,3.9243,4.7544,5.2787,1.4624,,2.52,3.47,4.27,,1.75,
2004-08-13,3.271,3.8902,4.7084,5.308,1.4374,,2.47,3.42,4.22,,1.75,
2004-08-16,3.3787,3.9749,4.761,5.3107,1.3823,,2.51,3.45,4.26,,1.75,
2004-08-17,8.1279,6.317,4.2127,7.2191,-3.9152,,2.44,3.39,4.21,,1.77,
2004-08-18,2.8742,3.7737,4.9165,5.0314,2.0423,,2.44,3.41,4.23,,1.79,
2004-08-19,3.3052,4.027,4.9514,5.1649,1.6462,,2.43,3.39,4.22,,1.79,
2004-08-20,3.2995,4.0304,4.9654,5.1647,1.6659,,2.46,3.42,4.24,,1.78,
2004-08-23,3.371,4.0326,4.8886,5.2273,1.5176,,2.5,3.46,4.28,,1.78,
2004-08-24,3.3662,4.0477,4.925,5.2042,1.5588,,2.5,3.46,4.28,,1.78,
2004-08-25,3.3064,4.063,5.0239,5.1174,1.7175,,2.51,3.46,4.26,,1.75,
2004-08-26,3.3389,4.183,5.0648,2.0298,1.7259,,2.48,3.42,4.22,,1.74,
2004-08-27,3.3401,4.2078,5.1082,1.8886,1.7681,,2.48,3.43,4.23,,1.75,
2004-08-30,3.4227,4.1043,4.9779,5.1939,1.5552,,2.47,3.4,4.19,,1.72,
2004-08-31,3.386,4.26,5.1676,1.9331,1.7816,,2.41,3.33,4.13,,1.72,
2004-09-01,3.484,4.1503,5.0037,5.2019,1.5197,,2.41,3.32,4.13,,1.72,
2004-09-02,3.2581,4.0667,5.0886,5.1028,1.8305,,2.46,3.4,4.2,,1.74,
2004-09-03,3.4593,4.2167,5.1487,4.748,1.6894,,2.61,3.52,4.3,,1.69,
2004-09-06,3.3595,4.1498,5.1459,5.1166,1.7864,,,,,,,
2004-09-07,3.3618,4.1984,5.1358,3.1729,1.774,,2.58,3.48,4.26,,1.68,
2004-09-08,3.4221,4.1821,5.1422,5.1507,1.7201,,2.5,3.4,4.18,,1.68,
2004-09-09,3.3589,4.1512,5.1501,5.1243,1.7912,,2.5,3.41,4.22,,1.72,
2004-09-10,3.3831,4.3579,5.3727,1.8094,1.9896,,2.5,3.4,4.19,,1.69,
2004-09-13,3.4864,4.2486,5.2062,5.1277,1.7198,,2.5,3.38,4.16,,1.66,
2004-09-14,3.3774,4.2141,5.2588,5.0666,1.8814,,2.47,3.35,4.15,,1.68,
2004-09-15,3.3261,4.1649,5.2149,5.0659,1.8888,,2.51,3.39,4.18,,1.67,
2004-09-16,3.4026,4.1873,5.1743,5.1133,1.7717,,2.44,3.29,4.08,,1.64,
2004-09-17,3.3593,4.1622,5.1718,5.1037,1.8125,,2.53,3.35,4.14,,1.61,
2004-09-20,3.3691,4.2698,5.2687,2.9864,1.8996,,2.46,3.28,4.07,,1.61,
2004-09-21,3.358,4.0895,5.0207,5.1462,1.6627,,2.49,3.28,4.05,,1.56,
2004-09-22,3.3137,4.2734,5.2731,1.7736,1.9594,,2.5,3.26,4.0,,1.5,
2004-09-23,3.3496,4.1593,5.1776,5.1111,1.828,,2.57,3.3,4.02,,1.45,
2004-09-24,3.3233,4.1282,5.1429,5.1157,1.8196,,2.62,3.33,4.04,,1.42,
2004-09-27,3.1018,4.0123,5.1556,5.0513,2.0538,,2.59,3.29,4.01,,1.42,
2004-09-28,3.193,4.0539,5.1374,5.0807,1.9444,,2.55,3.28,4.02,,1.47,
2004-09-29,3.1992,4.0709,5.1657,5.0668,1.9665,,2.61,3.37,4.1,,1.49,
2004-09-30,3.2634,4.0872,5.1266,5.1129,1.8632,,2.63,3.38,4.14,,1.51,
2004-10-01,,,,,,,2.63,3.44,4.21,,1.58,
2004-10-04,,,,,,,2.65,3.44,4.19,,1.54,
2004-10-05,,,,,,,2.65,3.44,4.18,,1.53,
2004-10-06,,,,,,,2.7,3.51,4.23,,1.53,
2004-10-07,,,,,,,2.72,3.53,4.26,,1.54,
2004-10-08,3.2987,4.2696,5.3191,2.4093,2.0204,,2.61,3.39,4.15,,1.54,
2004-10-09,3.351,4.1383,5.1327,5.141,1.7817,,,,,,,
2004-10-10,3.3963,4.1599,5.126,5.1572,1.7297,,,,,,,
2004-10-11,3.3249,4.0929,5.0682,5.163,1.7433,,,,,,,
2004-10-12,3.2441,4.0444,5.0575,5.0992,1.8134,,2.56,3.35,4.12,,1.56,
2004-10-13,3.2574,4.0065,4.965,5.1753,1.7076,,2.53,3.32,4.09,,1.56,
2004-10-14,3.2514,4.0142,4.9812,5.0478,1.7298,,2.48,3.26,4.03,,1.55,
2004-10-15,3.2463,4.0289,5.0177,5.0284,1.7714,,2.53,3.31,4.07,,1.54,
2004-10-18,3.1988,3.9855,4.976,4.9287,1.7772,,2.55,3.31,4.07,,1.52,
2004-10-19,3.3225,4.0733,5.0155,4.9214,1.693,,2.57,3.32,4.07,,1.5,
2004-10-20,3.2931,4.0408,4.9828,4.9462,1.6897,,2.53,3.26,4.01,,1.48,
2004-10-21,3.1842,3.9751,4.9709,4.9243,1.7867,,2.57,3.29,4.01,,1.44,
2004-10-22,3.2235,4.0218,5.0224,4.8992,1.7989,,2.55,3.26,4.0,,1.45,
2004-10-25,3.272,3.998,4.9166,4.9495,1.6446,,2.54,3.25,3.99,,1.45,
2004-10-26,3.3632,4.0885,4.9979,4.8925,1.6347,,2.54,3.26,4.01,,1.47,
2004-10-27,3.2392,3.9787,4.9144,4.9454,1.6752,,2.63,3.37,4.11,,1.48,
2004-10-28,3.259,4.0906,5.1274,4.9081,1.8684,,2.59,3.34,4.09,,1.5,
2004-10-29,3.4813,4.0682,4.8246,5.0778,1.3433,,2.56,3.3,4.05,,1.49,
2004-11-01,3.4679,4.1774,5.073,5.0681,1.6051,,2.61,3.36,4.11,,1.5,
2004-11-02,3.4117,4.1669,5.1175,5.0677,1.7058,,2.6,3.34,4.1,,1.5,
2004-11-03,3.3244,4.1431,5.1649,4.9681,1.8405,,2.6,3.35,4.09,,1.49,
2004-11-04,3.3331,4.133,5.1333,4.9731,1.8002,,2.63,3.37,4.1,,1.47,
2004-11-05,3.3483,4.1541,5.1609,4.9858,1.8126,,2.8,3.51,4.21,,1.41,
2004-11-08,3.4007,4.198,5.1915,4.9744,1.7908,,2.8,3.51,4.22,,1.42,
2004-11-09,3.3765,4.1688,5.1584,4.9828,1.7819,,2.8,3.53,4.22,,1.42,
2004-11-10,2.8539,3.8938,5.1843,4.8132,2.3304,,2.82,3.56,4.25,,1.43,
2004-11-11,3.3308,4.1975,5.2714,4.9328,1.9406,,,,,,,
2004-11-12,3.3476,4.2185,5.2956,4.9233,1.948,,2.86,3.53,4.2,,1.34,
2004-11-15,3.3445,4.2027,5.2664,4.9401,1.9219,,2.89,3.53,4.2,,1.31,
2004-11-16,3.2986,4.1404,5.1902,4.9731,1.8916,,2.91,3.56,4.21,,1.3,
2004-11-17,3.2885,4.1628,5.2479,4.937,1.9594,,2.85,3.47,4.14,,1.29,
2004-11-18,3.3459,4.1994,5.2584,4.9497,1.9125,,2.86,3.48,4.12,,1.26,
2004-11-19,3.3342,4.185,5.2413,4.9445,1.9071,,2.95,3.57,4.2,,1.25,
2004-11-22,3.4081,4.2823,5.359,4.911,1.9509,,2.95,3.56,4.18,,1.23,
2004-11-23,3.3321,4.2283,5.3341,4.9085,2.002,,2.98,3.58,4.19,,1.21,
2004-11-24,3.3395,4.208,5.274,4.7688,1.9345,,3.01,3.61,4.2,,1.19,
2004-11-25,3.3161,4.2092,5.3029,4.7431,1.9868,,,,,,,
2004-11-26,3.3807,4.3761,5.4071,1.6817,2.0264,,3.03,3.64,4.24,,1.21,
2004-11-29,3.4071,4.2668,5.3187,4.7631,1.9116,,3.07,3.72,4.34,,1.27,
2004-11-30,3.3475,4.2452,5.3419,4.736,1.9944,,3.02,3.72,4.36,,1.34,
2004-12-01,3.7316,4.4135,5.2554,4.9404,1.5238,,3.01,3.72,4.38,,1.37,
2004-12-02,3.3325,4.2221,5.3109,4.7436,1.9784,,3.04,3.75,4.4,,1.36,
2004-12-03,3.3005,4.2193,5.3427,4.7358,2.0422,,2.94,3.61,4.27,,1.33,
2004-12-06,3.3534,4.3657,5.4127,1.5958,2.0593,,2.93,3.59,4.24,,1.31,
2004-12-07,3.2127,4.1635,5.3266,4.7124,2.1139,,2.95,3.6,4.23,,1.28,
2004-12-08,3.2437,4.2008,5.3685,4.6976,2.1248,,2.91,3.53,4.14,,1.23,
2004-12-09,3.2614,4.1641,5.2732,4.7664,2.0118,,2.93,3.54,4.19,,1.26,
2004-12-10,2.859,3.8943,5.1744,4.7249,2.3154,,2.95,3.52,4.16,,1.21,
2004-12-13,3.1449,4.109,5.2915,4.7169,2.1466,,2.98,3.54,4.16,,1.18,
